host_response_rate,host_acceptance_rate,host_listings_count,latitude,longitude,city,zipcode,state,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews
,,1.0,48.89294,2.33644,Paris,,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$60.00,$15.00,$150.00,2,1125,2
100%,,4.0,48.85331,2.3717099999999998,Paris,75012,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$55.00,$30.00,,1,1125,526
,,1.0,48.86744,2.3404700000000003,Paris,75002,Île-de-France,2,Entire home/apt,0.0,1.5,0.0,$40.00,$10.00,"$1,500.00",2,20,39
100%,,1.0,48.85675,2.37473,Paris,75011,Île-de-France,4,Entire home/apt,1.0,1.0,0.0,$110.00,$40.00,$400.00,4,1125,10
0%,,1.0,48.840109999999996,2.32445,Paris,75014,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$150.00,$25.00,$150.00,4,100,34
,,1.0,48.846740000000004,2.30589,Paris,75015,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$80.00,$25.00,$400.00,1,1125,9
100%,,2.0,48.87269000000001,2.29029,Paris,75116,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$100.00,$0.00,$500.00,2,23,29
100%,,2.0,48.84384,2.3482,Paris,75005,Île-de-France,6,Entire home/apt,3.0,2.5,3.0,$295.00,$60.00,"$1,000.00",5,1125,35
80%,,1.0,48.87636,2.34373,Paris,75009,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$110.00,$40.00,$800.00,2,1125,77
75%,,1.0,48.86156,2.38634,Paris,75011,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$50.00,$20.00,$300.00,2,35,14
100%,,1.0,48.84336,2.29288,Paris,75015,Île-de-France,3,Entire home/apt,2.0,1.0,2.0,$135.00,$0.00,"$1,000.00",15,365,17
100%,,1.0,48.83106,2.33074,Paris,75014,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$78.00,$20.00,$600.00,3,50,21
100%,,0.0,48.828540000000004,2.3554,Paris,75013,Île-de-France,3,Private room,1.0,1.0,3.0,$110.00,$50.00,$800.00,2,32,99
,,1.0,48.87816,2.3773,Paris,75019,Île-de-France,4,Entire home/apt,2.0,1.0,1.0,$100.00,$20.00,,4,1125,4
,,1.0,48.864,2.3469,Paris,75001,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$125.00,$40.00,$300.00,2,1125,49
78%,,1.0,48.859759999999994,2.38079,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$60.00,$25.00,$200.00,3,12,52
,,1.0,48.87851,2.3569999999999998,Paris,75010,Île-de-France,6,Entire home/apt,2.0,1.0,4.0,$120.00,$60.00,$300.00,3,15,8
100%,,1.0,48.864059999999995,2.34903,Paris,75002,Île-de-France,4,Entire home/apt,3.0,1.0,4.0,$216.00,$190.00,"$1,000.00",3,1125,61
50%,,1.0,48.88259,2.34967,Paris,75010,Île-de-France,6,Entire home/apt,4.0,1.5,4.0,$270.00,$50.00,$0.00,2,21,30
,,1.0,48.85674,2.2934200000000002,Paris,75007,Île-de-France,4,Entire home/apt,2.0,2.0,3.0,$480.00,$20.00,,1,1125,0
100%,,1.0,48.86304000000001,2.3467599999999997,Paris,75001,Île-de-France,1,Private room,1.0,1.0,1.0,$90.00,,$200.00,4,7,25
,,1.0,48.83607,2.28828,Paris,75015,Île-de-France,6,Entire home/apt,2.0,1.0,3.0,$72.00,$40.00,$400.00,3,1125,0
100%,,1.0,48.85736,2.35048,Paris,75004,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$100.00,$80.00,$600.00,8,30,35
100%,,3.0,48.89905,2.3489400000000002,Paris,75018,Île-de-France,2,Private room,1.0,1.0,1.0,$38.00,$18.00,$99.00,3,1125,97
56%,,1.0,48.89506,2.34023,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$64.00,,$200.00,6,25,4
0%,,1.0,48.85934,2.4100099999999998,Paris,75020,Île-de-France,6,Entire home/apt,3.0,1.0,4.0,$90.00,$50.00,,2,1125,74
95%,,23.0,48.84579,2.30538,Paris,75015,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$137.00,$85.00,"$2,000.00",8,120,4
100%,,1.0,48.87102,2.3982099999999997,Paris,75020,Île-de-France,2,Private room,1.0,1.0,1.0,$55.00,$15.00,$200.00,1,2,0
52%,,3.0,48.87224000000001,2.2822,Paris,75116,Île-de-France,3,Entire home/apt,0.0,1.0,2.0,$90.00,$60.00,$300.00,10,120,5
,,1.0,48.88752,2.35987,Paris,,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$50.00,$20.00,,3,1125,0
100%,,1.0,48.86697,2.3549599999999997,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$139.00,$0.00,$600.00,3,5,137
,,1.0,48.87798,2.39128,Paris,75019,Île-de-France,5,Entire home/apt,3.0,2.0,5.0,$150.00,$80.00,$300.00,5,14,2
100%,,1.0,48.85501,2.33873,Paris,75006,Île-de-France,4,Entire home/apt,2.0,1.0,4.0,$180.00,,,8,1125,4
,,1.0,48.85861,2.3957599999999997,Paris,75020,Île-de-France,13,Entire home/apt,5.0,2.0,10.0,$250.00,$50.00,$500.00,7,30,0
100%,,1.0,48.85119,2.37647,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$105.00,$30.00,$250.00,1,1125,8
,,1.0,48.87853,2.37561,Paris,75019,IDF,2,Entire home/apt,0.0,1.0,1.0,$34.00,,$250.00,20,50,36
100%,,1.0,48.878859999999996,2.35574,Paris,75010,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$90.00,$40.00,,3,1125,5
,,2.0,48.88901,2.3771400000000003,Paris,75019,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$60.00,,$200.00,14,1125,12
100%,,1.0,48.86299,2.35185,Paris,75003,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$100.00,$30.00,$0.00,1,1125,323
,,1.0,48.86043,2.3688599999999997,Paris,75011,Île-de-France,5,Entire home/apt,3.0,1.0,3.0,$250.00,$30.00,,3,14,19
90%,,1.0,48.87077,2.36384,Paris,75010,Île-de-France,4,Entire home/apt,2.0,1.0,4.0,$170.00,$70.00,$500.00,3,28,42
100%,,1.0,48.86705,2.34558,Paris,75002,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$100.00,$40.00,$150.00,3,1125,8
100%,,1.0,48.82761,2.3304,Paris,75014,Île-de-France,2,Private room,1.0,1.0,1.0,$60.00,,,1,15,103
57%,,1.0,48.84081,2.30022,Paris,75015,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$140.00,$50.00,,6,60,11
100%,,1.0,48.86234,2.3390299999999997,Paris,75001,Île-de-France,4,Entire home/apt,1.0,1.5,1.0,$145.00,$67.00,$200.00,5,365,93
100%,,5.0,48.84957,2.34911,Paris,75005,Île-de-France,7,Entire home/apt,2.0,1.0,5.0,$166.00,$0.00,$200.00,1,90,394
100%,,1.0,48.85931,2.39112,Paris,75020,Île-de-France,4,Entire home/apt,2.0,1.0,0.0,$96.00,$30.00,$0.00,6,1124,23
,,1.0,48.8385,2.40073,Paris,75012,Île-de-France,2,Entire home/apt,0.0,1.0,0.0,$35.00,$20.00,$100.00,7,1125,38
,,2.0,48.85772,2.35541,Paris,75004,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$150.00,$20.00,$200.00,3,18,4
100%,,4.0,48.85038,2.3406,Paris,75006,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$115.00,$50.00,"$1,800.00",3,1125,293
,,1.0,48.85742,2.38567,Paris,75011,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$55.00,,,2,1125,11
,,1.0,48.840709999999994,2.35489,Paris,75005,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$80.00,$15.00,,2,1125,0
,,1.0,48.84048,2.3601400000000003,Paris,75005,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,,,2,30,3
100%,,1.0,48.8724,2.3092799999999998,Paris,75008,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$99.00,$35.00,$750.00,2,21,80
,,1.0,48.84543,2.38152,Paris,75012,Île-de-France,2,Private room,1.0,1.0,1.0,$59.00,$15.00,$200.00,3,30,18
96%,,28.0,48.89318,2.3188400000000002,Paris,75017,Paris province,2,Entire home/apt,0.0,1.0,1.0,$63.00,$100.00,$400.00,14,180,61
100%,,1.0,48.84883,2.30464,Paris,75015,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$195.00,$70.00,$700.00,4,1125,42
,,1.0,48.87508,2.3335,Paris,75009,Île-de-France,8,Entire home/apt,4.0,2.0,9.0,$449.00,$150.00,"$1,000.00",3,14,40
,,1.0,48.86399,2.3656,Paris,75003,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$90.00,$30.00,$350.00,2,1125,1
100%,,2.0,48.87903,2.33212,Paris,75009,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$105.00,$40.00,$300.00,3,12,26
,,1.0,48.854409999999994,2.3897,Paris,75011,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$75.00,$35.00,$600.00,2,1125,30
100%,,1.0,48.88767,2.32233,Paris,75017,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,$20.00,$500.00,10,1125,12
,,1.0,48.84419000000001,2.3492599999999997,Paris,75005,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$62.00,$15.00,$300.00,3,1125,20
,,1.0,48.87529,2.35479,Paris,75010,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$70.00,,,1,1125,0
,,1.0,48.84863,2.26666,Paris,75016,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$95.00,,$750.00,270,1125,7
100%,,2.0,48.85438,2.39106,Paris,75011,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$99.00,$60.00,$300.00,2,1125,3
33%,,7.0,48.85538,2.3877,Paris,75011,Île-de-France,2,Entire home/apt,0.0,1.0,2.0,$100.00,$50.00,"$1,000.00",30,305,4
100%,,1.0,48.86128,2.34651,Paris,75001,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$200.00,$50.00,$500.00,3,28,53
100%,,4.0,48.84345,2.28555,Paris,75015,Île-de-France,6,Entire home/apt,2.0,1.0,4.0,$139.00,$49.00,$490.00,4,120,83
,,1.0,48.858909999999995,2.36387,Paris,75003,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$130.00,$12.00,$500.00,2,1125,38
100%,,1.0,48.83837,2.35213,Paris,75005,Île-de-France,6,Entire home/apt,4.0,2.0,5.0,$230.00,$70.00,$300.00,3,20,19
60%,,1.0,48.89506,2.3477799999999998,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$45.00,$25.00,$250.00,4,10,67
100%,,47.0,48.85881,2.34262,Paris,75001,Île-de-France,2,Entire home/apt,0.0,1.0,2.0,$162.00,$90.00,$200.00,90,365,0
100%,,1.0,48.83345,2.287,Paris,75015,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$130.00,$0.00,$800.00,3,60,72
95%,,23.0,48.86609,2.3467599999999997,Paris,75002,Île-de-France,4,Entire home/apt,2.0,2.0,2.0,$130.00,$100.00,"$3,500.00",91,366,8
,,1.0,48.89137,2.34534,Paris,75018,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$70.00,$25.00,$200.00,1,1125,22
100%,,1.0,48.85187,2.3927,Paris,75011,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$49.00,$10.00,,2,1125,44
,,1.0,48.84039,2.3562,Paris,75005,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$60.00,,$400.00,4,95,1
100%,,5.0,48.85918,2.36686,Paris,75003,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$160.00,$60.00,"$2,000.00",6,100,42
100%,,4.0,48.88952000000001,2.33894,Paris,75018,Île-de-France,2,Entire home/apt,7.0,1.0,2.0,$114.00,,$200.00,7,120,34
100%,,4.0,48.88554,2.3402700000000003,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$127.00,,$200.00,3,120,76
67%,,2.0,48.883109999999995,2.33719,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$90.00,$45.00,,2,22,13
100%,,1.0,48.871990000000004,2.35825,Paris,75010,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$90.00,$30.00,$300.00,2,90,4
,,1.0,48.88503,2.37469,Paris,75019,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$65.00,,$250.00,3,50,1
100%,,2.0,48.88881,2.34052,Paris,75018,Île-de-France,3,Entire home/apt,2.0,1.0,2.0,$140.00,,$150.00,4,14,65
100%,,1.0,48.86683,2.34477,Paris,75002,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$69.00,$10.00,$300.00,3,1125,15
100%,,1.0,48.85087,2.33431,Paris,75006,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$63.00,$63.00,$357.00,30,90,34
90%,,2.0,48.88511,2.32366,Paris,75017,Île-de-France,1,Private room,1.0,1.0,1.0,$37.00,,,3,365,52
,,1.0,48.89215,2.33015,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$42.00,$10.00,$300.00,2,1125,14
100%,,3.0,48.85965,2.32808,Paris,75007,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$130.00,$50.00,,3,365,182
100%,,1.0,48.881479999999996,2.34615,Paris,75009,Île-de-France,6,Entire home/apt,4.0,2.0,6.0,$230.00,$80.00,$700.00,3,1125,24
100%,,2.0,48.832609999999995,2.31712,Paris,75014,Île-de-France,1,Private room,1.0,1.0,1.0,$79.00,$0.00,$300.00,2,7,24
100%,,1.0,48.835159999999995,2.30894,Paris,75015,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,$40.00,$500.00,20,30,24
88%,,1.0,48.84185,2.3151200000000003,Paris,75015,Île-de-France,6,Entire home/apt,3.0,1.0,4.0,$175.00,$60.00,"$1,000.00",5,900,6
100%,,1.0,48.887879999999996,2.32059,Paris,75017,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,$55.00,$150.00,2,1125,31
,,1.0,48.83209,2.32271,Paris,75014,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$45.00,$40.00,$300.00,2,1125,18
100%,,1.0,48.87216,2.35508,Paris,75010,Île-de-France,5,Entire home/apt,3.0,1.5,4.0,$185.00,$0.00,$100.00,2,1125,56
,,1.0,48.86332,2.39105,Paris,75020,Île-de-France,2,Private room,1.0,1.0,1.0,$50.00,$20.00,$150.00,2,7,3
100%,,2.0,48.85855,2.35391,Paris,75004,Île-de-France,2,Entire home/apt,1.0,0.5,1.0,$74.00,$30.00,,5,21,107
,,1.0,48.85903,2.3803099999999997,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$33.00,$30.00,,3,1125,0
0%,,2.0,48.84053,2.28365,Paris,75015,Île-de-France,4,Entire home/apt,2.0,1.0,4.0,$100.00,$100.00,"$1,500.00",14,1125,3
100%,,3.0,48.8528,2.3715599999999997,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$105.00,$30.00,$300.00,7,1125,8
,,1.0,48.88329,2.33914,Paris,75018,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$100.00,,,156,1125,1
80%,,1.0,48.84339,2.40793,Paris,75012,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$100.00,$20.00,$0.00,2,1125,85
90%,,1.0,48.85844,2.39363,Paris,75020,Île-de-France,4,Entire home/apt,0.0,1.0,2.0,$78.00,$30.00,$200.00,2,10,63
100%,,1.0,48.832679999999996,2.32738,Paris,75014,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$55.00,,,5,1125,16
50%,,1.0,48.87145,2.3721400000000004,Paris,75010,Île-de-France,2,Entire home/apt,1.0,0.0,1.0,$69.00,$25.00,$400.00,2,1125,20
,,1.0,48.85588,2.35149,Paris,,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$60.00,$10.00,$0.00,4,1125,3
100%,,1.0,48.85347,2.2686,Paris,75016,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$110.00,$30.00,$200.00,4,15,13
100%,,1.0,48.86203,2.37048,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$110.00,$20.00,$0.00,1,7,10
,,1.0,48.82676,2.37341,Paris,75013,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$70.00,$15.00,$300.00,7,30,7
,,1.0,48.88594000000001,2.32842,Paris,75018,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$50.00,,,1,1125,0
,,1.0,48.87379,2.35929,Paris,75010,Île-de-France,4,Entire home/apt,3.0,1.0,3.0,$100.00,$50.00,$800.00,4,14,1
70%,,1.0,48.84637,2.35337,Paris,75005,Île-de-France,6,Entire home/apt,2.0,1.5,5.0,$170.00,$60.00,$400.00,3,1125,83
33%,,1.0,48.8743,2.3839799999999998,Paris,75019,Île-de-France,2,Private room,1.0,1.0,1.0,$42.00,$15.00,$300.00,4,7,47
100%,,1.0,48.88534,2.34678,Paris,75018,Île-de-France,6,Entire home/apt,3.0,1.0,3.0,$100.00,$96.00,$150.00,2,1124,2
90%,,1.0,48.857479999999995,2.3884,Paris,75020,Île-de-France,4,Entire home/apt,2.0,1.0,4.0,$74.00,$50.00,"$1,000.00",1,15,122
,,1.0,48.88089,2.34908,Paris,75010,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$72.00,$27.00,$0.00,2,1125,44
100%,,2.0,48.88329,2.36121,Paris,75010,Île-de-France,4,Entire home/apt,3.0,1.0,4.0,$185.00,$50.00,$400.00,3,365,54
,,1.0,48.8548,2.4044,Paris,75020,Île-de-France,2,Entire home/apt,0.0,1.5,1.0,$65.00,,,4,8,0
100%,,9.0,48.859809999999996,2.35564,Paris,75004,Île-de-France,2,Entire home/apt,1.0,0.5,1.0,$60.00,$50.00,$200.00,10,1125,40
57%,,1.0,48.88197,2.33225,Paris,75009,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$69.00,$15.00,,2,7,4
100%,,1.0,48.835190000000004,2.35257,Paris,75013,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$90.00,$50.00,$300.00,3,1125,3
,,1.0,48.87037,2.3481099999999997,Paris,75002,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$100.00,$25.00,$100.00,3,1125,2
85%,,180.0,48.85691,2.35548,Paris,,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$123.00,$72.00,$500.00,91,1125,3
100%,,1.0,48.87472,2.37973,Paris,75019,Île-de-France,2,Private room,1.0,1.0,1.0,$75.00,$30.00,$500.00,2,1125,24
,,1.0,48.86354,2.3585599999999998,Paris,75003,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$50.00,$38.00,,1,1125,28
,,1.0,48.86072,2.34593,Paris,75001,IDF,4,Entire home/apt,1.0,1.0,2.0,$170.00,,,4,1125,72
80%,,2.0,48.87265,2.32609,Paris,75008,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$55.00,,"$1,350.00",180,1000,9
100%,,2.0,48.89451,2.34995,Paris,75018,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$70.00,$30.00,$120.00,2,15,37
80%,,1.0,48.89213,2.32104,Paris,75017,Île-de-France,6,Entire home/apt,4.0,3.0,4.0,$330.00,,,7,1125,0
90%,,1.0,48.838770000000004,2.4004,Paris,75012,Île-de-France,2,Private room,1.0,1.0,1.0,$35.00,$7.00,$200.00,1,5,28
86%,,2.0,48.86799,2.3598,Paris,75003,Île-de-France,5,Entire home/apt,3.0,1.5,3.0,$150.00,$50.00,$500.00,7,21,5
50%,,2.0,48.83763,2.30841,Paris,75015,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$105.00,,$250.00,30,1125,19
,,1.0,48.85064000000001,2.3834299999999997,Paris,75012,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$74.00,$15.00,$250.00,2,1125,8
33%,,1.0,48.88648,2.3884,Paris,75019,Île-de-France,6,Entire home/apt,3.0,1.0,3.0,$190.00,$40.00,$500.00,5,365,0
90%,,2.0,48.85954,2.37511,Paris,75011,Île-de-France,2,Private room,1.0,1.5,1.0,$46.00,$24.00,$300.00,2,1125,24
100%,,1.0,48.8664,2.37244,Paris,75011,Île-de-France,4,Entire home/apt,1.0,1.0,3.0,$70.00,$40.00,$500.00,5,1125,3
,,1.0,48.86807,2.38205,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,$15.00,$400.00,2,65,30
,,1.0,48.89204,2.3418200000000002,Paris,75018,Île-de-France,2,Entire home/apt,1.0,0.5,1.0,$30.00,$16.00,$280.00,20,365,7
100%,,2.0,48.85994,2.35367,Paris,75004,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$240.00,$30.00,$300.00,2,365,156
,,1.0,48.87294,2.37804,Paris,75020,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$70.00,$30.00,$100.00,3,30,0
71%,,1.0,48.8932,2.36024,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$50.00,,,7,1125,22
100%,,1.0,48.830009999999994,2.32234,Paris,75014,Île-de-France,6,Entire home/apt,3.0,2.0,3.0,$100.00,$0.00,$600.00,5,15,6
,,1.0,48.86384,2.3590299999999997,Paris,75003,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$100.00,$40.00,$350.00,4,21,18
,,1.0,48.87471,2.38937,Paris,75020,Île-de-France,2,Entire home/apt,2.0,1.0,1.0,$45.00,$75.00,$250.00,7,14,4
86%,,1.0,48.87299,2.40488,Paris,75020,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$37.00,$0.00,$0.00,3,14,58
,,1.0,48.84359,2.3338099999999997,Paris,75006,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$110.00,$45.00,$300.00,4,15,0
100%,,1.0,48.85924,2.3637099999999998,Paris,75003,Île-de-France,2,Private room,1.0,1.5,1.0,$85.00,$50.00,$300.00,4,1125,120
100%,,1.0,48.83831,2.40069,Paris,75012,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$50.00,$20.00,$200.00,3,45,67
100%,,2.0,48.8571,2.34079,Paris,75001,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$240.00,$50.00,$500.00,3,120,73
100%,,1.0,48.87694000000001,2.3919799999999998,Paris,75019,Île-de-France,5,Entire home/apt,3.0,1.0,3.0,$135.00,$20.00,$700.00,7,15,3
,,1.0,48.84322,2.2906400000000002,Paris,75015,Île-de-France,6,Entire home/apt,3.0,2.0,4.0,$259.00,$120.00,"$1,000.00",3,1125,22
100%,,2.0,48.85566,2.30788,Paris,75007,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$85.00,$50.00,,180,1125,31
100%,,1.0,48.83842,2.33955,Paris,75005,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$150.00,$50.00,$180.00,4,1125,4
,,1.0,48.87334,2.38545,Paris,75019,Île-de-France,4,Entire home/apt,2.0,1.5,3.0,$104.00,$40.00,$300.00,2,1125,0
95%,,45.0,48.85768,2.29635,Paris,75007,Île-de-France,8,Entire home/apt,3.0,3.5,4.0,$590.00,$85.00,$500.00,2,1125,48
,,1.0,48.88959000000001,2.36226,Paris,75018,Île-de-France,2,Private room,1.0,1.0,1.0,$20.00,,,3,365,2
90%,,2.0,48.87295,2.35262,Paris,75010,Île-de-France,3,Entire home/apt,2.0,1.0,2.0,$148.00,$0.00,$300.00,3,6,63
100%,,1.0,48.857820000000004,2.29806,Paris,75007,Île-de-France,4,Entire home/apt,2.0,2.0,2.0,$440.00,$190.00,"$2,000.00",6,1125,22
93%,,19.0,48.85633,2.3667599999999998,Paris,Paris 75004,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$425.00,$100.00,$300.00,1,180,44
100%,,1.0,48.837509999999995,2.3028,Paris,75015,Île-de-France,5,Entire home/apt,1.0,1.0,3.0,$80.00,$50.00,$300.00,2,1125,23
86%,,1.0,48.85964,2.38144,Paris,75011,Île-de-France,4,Private room,1.0,1.5,2.0,$80.00,$35.00,$150.00,2,1125,13
100%,,2.0,48.88752,2.34825,Paris,75018,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$65.00,$30.00,,5,60,68
92%,,2.0,48.88681,2.3367,Paris,75018,Île-de-France,2,Private room,1.0,1.0,0.0,$59.00,$20.00,$200.00,2,1125,1
100%,,1.0,48.84732,2.3177,Paris,75007,Île-de-France,7,Entire home/apt,3.0,2.0,4.0,$195.00,,$500.00,7,1125,11
100%,,4.0,48.87638,2.31027,Paris,75008,Île-de-France,6,Entire home/apt,2.0,1.5,4.0,$300.00,$150.00,"$1,000.00",3,1125,153
100%,,1.0,48.86437,2.37042,Paris,75011,Île-de-France,3,Entire home/apt,1.0,1.0,3.0,$70.00,$20.00,$0.00,2,30,82
0%,,1.0,48.871959999999994,2.35307,Paris,75010,Île-de-France,5,Entire home/apt,2.0,1.0,3.0,$120.00,,$250.00,3,14,50
100%,,1.0,48.86245,2.36552,Paris,75011,Île-de-France,6,Entire home/apt,3.0,2.0,4.0,$245.00,$90.00,"$1,500.00",2,1125,48
100%,,1.0,48.88511,2.34354,Paris,75018,Île-de-France,6,Entire home/apt,3.0,3.0,3.0,$158.00,$60.00,$300.00,2,1125,19
100%,,3.0,48.85389,2.33969,Paris,75006,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$95.00,,,270,305,17
,,1.0,48.89012,2.37797,Paris,75019,Île-de-France,6,Entire home/apt,4.0,1.0,3.0,$100.00,$100.00,"$1,000.00",7,1125,2
,,1.0,48.86776,2.35158,Paris,75003,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$170.00,$40.00,$200.00,2,15,2
100%,,3.0,48.85729,2.32987,Paris,75007,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$96.00,,,270,305,16
100%,,2.0,48.86587,2.34987,Paris,75002,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$150.00,,$500.00,2,1125,49
100%,,1.0,48.86875,2.3565400000000003,Paris,75010,Île-de-France,1,Entire home/apt,0.0,1.0,1.0,$59.00,$9.00,$0.00,2,1125,42
80%,,1.0,48.88306,2.33632,Paris,75018,Île-de-France,2,Private room,1.0,1.0,1.0,$60.00,$5.00,,1,7,54
100%,,1.0,48.881159999999994,2.3801099999999997,Paris,75019,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$105.00,$50.00,$500.00,3,30,112
,,1.0,48.8735,2.36524,Paris,75010,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$99.00,$30.00,$200.00,2,1125,156
,,1.0,48.86673,2.37045,Paris,75011,Île-de-France,5,Entire home/apt,2.0,1.0,3.0,$90.00,$40.00,$250.00,2,30,30
100%,,1.0,48.83674,2.3010599999999997,Paris,,Île-de-France,2,Private room,1.0,1.0,1.0,$84.00,$60.00,$600.00,2,7,13
100%,,1.0,48.85242,2.35138,Paris,75004,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$160.00,$65.00,$500.00,2,8,72
100%,,2.0,48.88797,2.33521,Paris,75018,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$70.00,$40.00,$0.00,5,1125,70
100%,,1.0,48.85074,2.3508,Paris,75004,Île-de-France,2,Private room,0.0,1.0,1.0,$125.00,$65.00,$265.00,10,1125,67
33%,,1.0,48.89573,2.3391599999999997,Paris,75018,Île-de-France,8,Entire home/apt,4.0,2.0,4.0,$150.00,$0.00,$0.00,7,120,2
